Gene stable ID	RefSeq mRNA ID
ENSMUSG00000108185	
ENSMUSG00000075543	NM_001039678
ENSMUSG00000095288	
ENSMUSG00000082262	
ENSMUSG00000011877	
ENSMUSG00000064724	
ENSMUSG00000106939	
ENSMUSG00002076989	
ENSMUSG00000108093	
ENSMUSG00000118937	
ENSMUSG00000034371	
ENSMUSG00000011877	
ENSMUSG00000041607	NM_001025256
ENSMUSG00000107895	
ENSMUSG00000011877	
ENSMUSG00000089464	
ENSMUSG00000034371	NM_001417865
ENSMUSG00000108062	
ENSMUSG00000034371	
ENSMUSG00000034371	
ENSMUSG00000034371	NM_145496
ENSMUSG00000024066	
ENSMUSG00000028936	
ENSMUSG00000029776	NM_145567
ENSMUSG00000024066	
ENSMUSG00000024066	
ENSMUSG00000029776	
ENSMUSG00000028936	NM_001277113
ENSMUSG00000028936	NM_001277114
ENSMUSG00000028936	NM_009079
ENSMUSG00000024066	
ENSMUSG00000024066	
ENSMUSG00000029776	
ENSMUSG00000028936	
ENSMUSG00000024066	
ENSMUSG00000029776	
ENSMUSG00000024066	
ENSMUSG00000028936	
ENSMUSG00000029776	
ENSMUSG00000107647	
ENSMUSG00000107813	
ENSMUSG00000064792	
ENSMUSG00000024066	
ENSMUSG00000028096	NM_001418418
ENSMUSG00000028096	NM_026229
ENSMUSG00000028936	
ENSMUSG00000108170	
ENSMUSG00000028936	
ENSMUSG00000024066	
ENSMUSG00000096141	NM_001252070
ENSMUSG00000024066	
ENSMUSG00000044328	NM_001024920
ENSMUSG00000028936	
ENSMUSG00000024066	
ENSMUSG00000024066	
ENSMUSG00000038982	
ENSMUSG00000117182	
ENSMUSG00000088060	
ENSMUSG00000044328	
ENSMUSG00000028865	
ENSMUSG00000044328	
ENSMUSG00000096141	
ENSMUSG00000052783	NM_001080743
ENSMUSG00000044328	
ENSMUSG00000031379	
ENSMUSG00000038982	NM_139063
ENSMUSG00000044328	
ENSMUSG00000028865	
ENSMUSG00000028865	
ENSMUSG00000038982	
ENSMUSG00000114830	
ENSMUSG00000031379	NM_027153
ENSMUSG00000031379	NM_001301402
ENSMUSG00000028096	
ENSMUSG00000031379	
ENSMUSG00000028096	
ENSMUSG00000000686	NM_026185
ENSMUSG00000000686	
ENSMUSG00000038541	NM_053188
ENSMUSG00000000686	
ENSMUSG00000031379	
ENSMUSG00000028096	
ENSMUSG00000028096	
ENSMUSG00000072673	
ENSMUSG00000031379	
ENSMUSG00000117038	
ENSMUSG00000117226	
ENSMUSG00000077542	
ENSMUSG00000117226	
ENSMUSG00000005958	NM_010143
ENSMUSG00000028096	
ENSMUSG00000117226	
ENSMUSG00000117226	
ENSMUSG00000117195	
ENSMUSG00000001707	NM_025380
ENSMUSG00000028865	NM_027152
ENSMUSG00000057123	
ENSMUSG00000005958	
ENSMUSG00000028865	
ENSMUSG00000001707	
ENSMUSG00000117031	
ENSMUSG00000028865	
ENSMUSG00000117113	
ENSMUSG00000041607	NM_001025255
ENSMUSG00000005958	
ENSMUSG00000052783	NM_019497
ENSMUSG00000001707	
ENSMUSG00000057123	
ENSMUSG00000041607	
ENSMUSG00000052783	
ENSMUSG00000114651	
ENSMUSG00000005958	
ENSMUSG00000057123	NM_001271628
ENSMUSG00000057123	NM_008121
ENSMUSG00000114767	
ENSMUSG00000041607	NM_001025259
ENSMUSG00000052783	
ENSMUSG00000052783	
ENSMUSG00000005958	
ENSMUSG00000107246	
ENSMUSG00000119404	
ENSMUSG00000114767	
ENSMUSG00000005958	
ENSMUSG00000114813	
ENSMUSG00000114845	
ENSMUSG00000031380	NM_001410630
ENSMUSG00000031380	NM_010216
ENSMUSG00000031380	NM_001410632
ENSMUSG00000031380	NM_001308489
ENSMUSG00000031380	NM_001410631
ENSMUSG00000031380	NM_001410633
ENSMUSG00000114319	
ENSMUSG00000114319	
ENSMUSG00000037705	NM_001378602
ENSMUSG00000037705	NM_009347
ENSMUSG00000116843	
ENSMUSG00000114319	
ENSMUSG00000031380	
ENSMUSG00002075509	
ENSMUSG00000114949	
ENSMUSG00000037705	NM_001324548
ENSMUSG00000110937	
ENSMUSG00000096918	
ENSMUSG00000098400	
ENSMUSG00000004535	NM_025816
ENSMUSG00000004535	NM_001355595
ENSMUSG00000004535	NM_001355596
ENSMUSG00000026094	NM_133810
ENSMUSG00000004535	
ENSMUSG00000026094	
ENSMUSG00000004535	
ENSMUSG00000026094	
ENSMUSG00000004535	
ENSMUSG00000041607	NM_001025251
ENSMUSG00000102405	
ENSMUSG00000004535	
ENSMUSG00000022106	
ENSMUSG00000041607	NM_001025254
ENSMUSG00000004535	
ENSMUSG00000004535	
ENSMUSG00000022106	
ENSMUSG00000108036	
ENSMUSG00000063568	
ENSMUSG00000063568	
ENSMUSG00000063568	NM_173406
ENSMUSG00000063568	NM_001411537
ENSMUSG00000063568	NM_001168277
ENSMUSG00000058056	NM_001293774
ENSMUSG00000081872	
ENSMUSG00000041607	
ENSMUSG00002075761	
ENSMUSG00000041607	
ENSMUSG00000041607	
ENSMUSG00000063445	NM_001290761
ENSMUSG00000041607	
ENSMUSG00000042817	NM_010229
ENSMUSG00000063445	NM_001290762
ENSMUSG00000041607	NM_001025258
ENSMUSG00000028862	NM_016693
ENSMUSG00000041607	
ENSMUSG00000063445	NM_026393
ENSMUSG00000028862	
ENSMUSG00000061684	
ENSMUSG00000042817	
ENSMUSG00000063445	NM_001290763
ENSMUSG00000028862	
ENSMUSG00000097228	
ENSMUSG00000039361	NM_001252524
ENSMUSG00000063445	
ENSMUSG00000024740	NM_001410219
ENSMUSG00000024740	NM_015735
ENSMUSG00000057157	
ENSMUSG00000063445	
ENSMUSG00000024740	
ENSMUSG00000107037	
ENSMUSG00000107336	
ENSMUSG00000004070	
ENSMUSG00000024740	
ENSMUSG00000106891	
ENSMUSG00000028862	
ENSMUSG00000024740	
ENSMUSG00000040711	NM_177364
ENSMUSG00000024740	
ENSMUSG00000040711	
ENSMUSG00000031933	NM_176807
ENSMUSG00000031933	
ENSMUSG00000024740	
ENSMUSG00000040711	
ENSMUSG00000024740	
ENSMUSG00000024740	
ENSMUSG00000031933	NM_022888
ENSMUSG00000044949	NM_173784
ENSMUSG00000044949	NM_001361561
ENSMUSG00000024740	
ENSMUSG00000031933	
ENSMUSG00000024740	
ENSMUSG00000031933	
ENSMUSG00000024740	
ENSMUSG00000110995	
ENSMUSG00000043789	
ENSMUSG00000110766	
ENSMUSG00000044056	NM_027031
ENSMUSG00000044056	
ENSMUSG00000004661	
ENSMUSG00000020598	NM_001146031
ENSMUSG00000043789	NM_027913
ENSMUSG00000058056	NM_001293773
ENSMUSG00000043789	
ENSMUSG00000004070	NM_001136066
ENSMUSG00000043789	
ENSMUSG00000004070	NM_010443
ENSMUSG00000020272	NM_009288
ENSMUSG00000020272	NM_001359177
ENSMUSG00000020272	NM_001359178
ENSMUSG00000043789	
ENSMUSG00000004070	
ENSMUSG00000118392	
ENSMUSG00000020272	
ENSMUSG00000030352	NM_001356301
ENSMUSG00000030352	NM_001379136
ENSMUSG00000020598	
ENSMUSG00000004070	NM_001378999
ENSMUSG00000004070	NM_001357050
ENSMUSG00000004070	
ENSMUSG00000086944	
ENSMUSG00000058056	NM_001293772
ENSMUSG00000058056	
ENSMUSG00000039361	NM_146194
ENSMUSG00000039361	NM_001252522
ENSMUSG00000058056	
ENSMUSG00000026341	NM_023735
ENSMUSG00000039361	
ENSMUSG00000024738	NM_021453
ENSMUSG00000058056	
ENSMUSG00000039361	
ENSMUSG00000024738	
ENSMUSG00000039361	NM_001252523
ENSMUSG00000026341	
ENSMUSG00000024738	
ENSMUSG00000030352	NM_001379134
ENSMUSG00000030352	NM_001379135
ENSMUSG00000020598	
ENSMUSG00000039361	
ENSMUSG00000058056	
ENSMUSG00000114772	
ENSMUSG00000026341	
ENSMUSG00000058056	
ENSMUSG00000039361	NM_001252521
ENSMUSG00000039361	NM_001360867
ENSMUSG00000026341	
ENSMUSG00000026341	
ENSMUSG00000058056	NM_001081390
ENSMUSG00000039361	NM_001252520
ENSMUSG00000030352	NM_175414
ENSMUSG00000030352	NM_001379133
ENSMUSG00000110131	
ENSMUSG00000039361	
ENSMUSG00000030352	
ENSMUSG00000086866	
ENSMUSG00000039361	
ENSMUSG00000022106	
ENSMUSG00000030352	
ENSMUSG00000086866	
ENSMUSG00000041258	NM_177832
ENSMUSG00000004071	
ENSMUSG00000026341	
ENSMUSG00000039361	
ENSMUSG00000030352	
ENSMUSG00000109729	
ENSMUSG00000109729	
ENSMUSG00000030352	
ENSMUSG00000048832	
ENSMUSG00000030352	
ENSMUSG00000039361	
ENSMUSG00000026341	
ENSMUSG00000039361	
ENSMUSG00000041258	
ENSMUSG00000039361	
ENSMUSG00000030352	
ENSMUSG00000026341	
ENSMUSG00000030352	
ENSMUSG00000004661	NM_019689
ENSMUSG00000026341	
ENSMUSG00000030352	
ENSMUSG00000004661	
ENSMUSG00000041258	NM_001374229
ENSMUSG00000080759	
ENSMUSG00000004661	
ENSMUSG00000026341	
ENSMUSG00002076755	
ENSMUSG00000108028	
ENSMUSG00000026341	
ENSMUSG00000108220	
ENSMUSG00000004661	
ENSMUSG00000026341	NM_001205386
ENSMUSG00000026341	NM_001205385
ENSMUSG00000107935	
ENSMUSG00000004661	
ENSMUSG00000107879	
ENSMUSG00000107879	
ENSMUSG00000004661	
ENSMUSG00000102063	
ENSMUSG00000014426	NM_001357722
ENSMUSG00000107810	
ENSMUSG00000041258	
ENSMUSG00000028544	NM_145551
ENSMUSG00000005150	
ENSMUSG00000108280	
ENSMUSG00000004661	
ENSMUSG00000048832	NM_001361958
ENSMUSG00000020598	NM_176930
ENSMUSG00000005150	
ENSMUSG00000041258	
ENSMUSG00000028544	
ENSMUSG00000004661	
ENSMUSG00000041258	
ENSMUSG00000020598	
ENSMUSG00000048832	NM_181403
ENSMUSG00000048832	NM_001361963
ENSMUSG00000048832	NM_001361962
ENSMUSG00000048832	NM_001361961
ENSMUSG00000048832	NM_001361959
ENSMUSG00000048832	NM_001361964
ENSMUSG00000041258	
ENSMUSG00000020598	
ENSMUSG00000048832	
ENSMUSG00000028544	
ENSMUSG00000004661	NM_001379353
ENSMUSG00000020598	
ENSMUSG00000118160	
ENSMUSG00000048832	NM_001361960
ENSMUSG00000014426	NM_011948
ENSMUSG00000027742	NM_026225
ENSMUSG00000097141	
ENSMUSG00000118012	
ENSMUSG00000028544	
ENSMUSG00000028544	
ENSMUSG00000117824	
ENSMUSG00000020598	
ENSMUSG00000014426	
ENSMUSG00000004071	NM_001358080
ENSMUSG00000004071	NM_025670
ENSMUSG00000004071	NM_001358079
ENSMUSG00000004071	NM_001358078
ENSMUSG00000028544	
ENSMUSG00000020598	
ENSMUSG00000117842	
ENSMUSG00000027742	
ENSMUSG00000028544	
ENSMUSG00000020598	
ENSMUSG00000117888	
ENSMUSG00000117888	
ENSMUSG00000027742	
ENSMUSG00000004071	
ENSMUSG00000028544	
ENSMUSG00000054594	NM_175632
ENSMUSG00000117888	
ENSMUSG00000053007	
ENSMUSG00000092638	
ENSMUSG00000004071	NM_001358082
ENSMUSG00000014426	
ENSMUSG00000078599	
ENSMUSG00000020598	
ENSMUSG00000054594	NM_001290377
ENSMUSG00000014426	
ENSMUSG00000027742	
ENSMUSG00000117849	
ENSMUSG00000014426	
ENSMUSG00000004071	NM_001358081
ENSMUSG00000054594	
ENSMUSG00000078599	
ENSMUSG00000054594	
ENSMUSG00000014426	
ENSMUSG00000020598	
ENSMUSG00000004071	
ENSMUSG00000078599	
ENSMUSG00000101773	
ENSMUSG00000014426	
ENSMUSG00000004071	
ENSMUSG00000109429	
ENSMUSG00000118085	
ENSMUSG00000020598	
ENSMUSG00000086464	
ENSMUSG00000109498	
ENSMUSG00000014426	
ENSMUSG00000097738	
ENSMUSG00000020598	
ENSMUSG00000109005	
ENSMUSG00000117325	
ENSMUSG00000097738	
ENSMUSG00000109279	
ENSMUSG00000077476	
ENSMUSG00000117337	
ENSMUSG00000097738	
ENSMUSG00000027742	
ENSMUSG00000117762	
ENSMUSG00000117197	
ENSMUSG00000020598	
ENSMUSG00000027742	
ENSMUSG00000022518	
ENSMUSG00000020598	
ENSMUSG00000058881	
ENSMUSG00000104850	
ENSMUSG00000112056	
ENSMUSG00000058881	
ENSMUSG00000112448	
ENSMUSG00000078599	
ENSMUSG00000058881	
ENSMUSG00000112823	
ENSMUSG00000031934	NM_019482
ENSMUSG00000024669	
ENSMUSG00000079658	NM_026456
ENSMUSG00000049908	NM_008123
ENSMUSG00000031934	
ENSMUSG00000078599	NM_001100466
ENSMUSG00000031934	
ENSMUSG00000105385	
ENSMUSG00000079658	
ENSMUSG00000005150	NM_026399
ENSMUSG00000079658	
ENSMUSG00000031934	
ENSMUSG00000104766	
ENSMUSG00000005150	
ENSMUSG00000024669	NM_007650
ENSMUSG00000106324	
ENSMUSG00000005150	
ENSMUSG00000088511	
ENSMUSG00000079658	NM_001310470
ENSMUSG00000024669	
ENSMUSG00000005150	
ENSMUSG00000024669	
ENSMUSG00000035674	NM_025348
ENSMUSG00000005150	
ENSMUSG00000005150	
ENSMUSG00000035674	
ENSMUSG00000079658	
ENSMUSG00000058881	NM_001177464
ENSMUSG00000079658	
ENSMUSG00000035674	
ENSMUSG00000022106	
ENSMUSG00000005150	
ENSMUSG00000079658	
ENSMUSG00000025215	NM_021901
ENSMUSG00000058881	
ENSMUSG00000035674	
ENSMUSG00000005150	
ENSMUSG00000035674	
ENSMUSG00000035674	
ENSMUSG00000025215	
ENSMUSG00000079658	
ENSMUSG00000058881	
ENSMUSG00000022518	NM_030192
ENSMUSG00000092346	
ENSMUSG00000079658	
ENSMUSG00000058881	NM_183033
ENSMUSG00000079658	
ENSMUSG00000022518	
ENSMUSG00000079658	
ENSMUSG00000030815	
ENSMUSG00000048332	NM_175386
ENSMUSG00000048332	
ENSMUSG00000118339	
ENSMUSG00000048332	
ENSMUSG00000097744	
ENSMUSG00000048332	
ENSMUSG00000100959	
ENSMUSG00000118339	
ENSMUSG00000104828	
ENSMUSG00000046314	NM_001411384
ENSMUSG00000046314	NM_001411383
ENSMUSG00000046314	NM_144552
ENSMUSG00000104687	
ENSMUSG00000104735	
ENSMUSG00000118094	
ENSMUSG00000022518	
ENSMUSG00000046314	NM_001411382
ENSMUSG00000046314	NM_001411381
ENSMUSG00000118094	
ENSMUSG00000025216	NM_010691
ENSMUSG00000104615	
ENSMUSG00000022518	
ENSMUSG00000104968	
ENSMUSG00000118094	
ENSMUSG00000102057	
ENSMUSG00000104968	
ENSMUSG00000022518	
ENSMUSG00000118094	
ENSMUSG00000046314	
ENSMUSG00000118094	
ENSMUSG00000022518	
ENSMUSG00000114673	
ENSMUSG00000046314	
ENSMUSG00000117976	
ENSMUSG00000105971	
ENSMUSG00000022518	
ENSMUSG00000100430	
ENSMUSG00000100430	
ENSMUSG00000106660	
ENSMUSG00000046314	
ENSMUSG00000031936	NM_001164797
ENSMUSG00000105397	
ENSMUSG00000046314	
ENSMUSG00000100430	
ENSMUSG00000059355	NM_001001493
ENSMUSG00000100430	
ENSMUSG00000100430	
ENSMUSG00000100430	
ENSMUSG00000100430	
ENSMUSG00000081636	
ENSMUSG00000039568	NM_145359
ENSMUSG00000059481	NM_008877
ENSMUSG00000086012	
ENSMUSG00000053007	NM_001327821
ENSMUSG00000059355	
ENSMUSG00000039568	
ENSMUSG00000086012	
ENSMUSG00000059355	
ENSMUSG00000088852	
ENSMUSG00000118333	
ENSMUSG00002076117	
ENSMUSG00000092404	
ENSMUSG00000059481	
ENSMUSG00000030815	
ENSMUSG00000005142	
ENSMUSG00000118333	
ENSMUSG00000026342	
ENSMUSG00002074865	
ENSMUSG00000092404	
ENSMUSG00000117783	
ENSMUSG00000030815	
ENSMUSG00000053007	
ENSMUSG00000053007	
ENSMUSG00000112054	
ENSMUSG00000005142	
ENSMUSG00000117993	
ENSMUSG00000052949	
ENSMUSG00000117715	
ENSMUSG00000005142	
ENSMUSG00000030815	
ENSMUSG00000118060	
ENSMUSG00000112054	
ENSMUSG00000112054	
ENSMUSG00000053007	
ENSMUSG00000118156	
ENSMUSG00000053007	
ENSMUSG00000112768	
ENSMUSG00000118387	
ENSMUSG00000112604	
ENSMUSG00000118175	
ENSMUSG00000112859	
ENSMUSG00000117658	
ENSMUSG00000053007	
ENSMUSG00000064800	
ENSMUSG00000117658	
ENSMUSG00000053007	
ENSMUSG00000118222	
ENSMUSG00000112915	
ENSMUSG00000053007	
ENSMUSG00000053007	
ENSMUSG00000117826	
ENSMUSG00000112088	
ENSMUSG00000117894	
ENSMUSG00000053007	
ENSMUSG00000112811	
ENSMUSG00000112174	
ENSMUSG00000053007	
ENSMUSG00000048410	
ENSMUSG00000112410	
ENSMUSG00000112169	
ENSMUSG00000053007	NM_172728
ENSMUSG00000053007	
ENSMUSG00000053007	
ENSMUSG00000048410	NM_001033341
ENSMUSG00000119449	
ENSMUSG00000108004	
ENSMUSG00000048410	
ENSMUSG00000048410	
ENSMUSG00000021047	NM_001364635
ENSMUSG00000021047	NM_001364634
ENSMUSG00000021047	NM_021361
ENSMUSG00000021047	NM_001364636
ENSMUSG00000048410	
ENSMUSG00000021047	
ENSMUSG00000048410	
ENSMUSG00000021047	NM_001364639
ENSMUSG00000026342	NM_001356294
ENSMUSG00000026342	NM_028787
ENSMUSG00000118385	
ENSMUSG00000030815	NM_026888
ENSMUSG00000030815	NM_001360741
ENSMUSG00000102951	
ENSMUSG00000026342	
ENSMUSG00000021047	
ENSMUSG00000030815	
ENSMUSG00000021047	
ENSMUSG00000112358	
ENSMUSG00000030815	
ENSMUSG00000112420	
ENSMUSG00000112483	
ENSMUSG00002076225	
ENSMUSG00000104308	
ENSMUSG00000052949	NM_001405140
ENSMUSG00000052949	NM_001405142
ENSMUSG00000052949	NM_001405138
ENSMUSG00000052949	NM_001405141
ENSMUSG00000052949	NM_027258
ENSMUSG00000052949	NM_001405139
ENSMUSG00000052949	NM_001405137
ENSMUSG00000052949	NM_001405145
ENSMUSG00000052949	NM_001405143
ENSMUSG00000052949	NM_001405144
ENSMUSG00000058704	NM_133771
ENSMUSG00000030815	
ENSMUSG00000052949	
ENSMUSG00000112215	
ENSMUSG00000030815	
ENSMUSG00000112232	
ENSMUSG00000052949	
ENSMUSG00000030815	
ENSMUSG00000112908	
ENSMUSG00000030815	
ENSMUSG00000025940	NM_026392
ENSMUSG00000052949	
ENSMUSG00000111984	
ENSMUSG00000025940	
ENSMUSG00000112085	
ENSMUSG00000058704	
ENSMUSG00000058704	
ENSMUSG00000091277	
ENSMUSG00000058704	
ENSMUSG00000005045	NM_001369243
ENSMUSG00000052949	
ENSMUSG00000112005	
ENSMUSG00000058704	
ENSMUSG00000005672	NM_021099
ENSMUSG00000052949	
ENSMUSG00000025940	NM_027415
ENSMUSG00000108639	
ENSMUSG00000005045	
ENSMUSG00000052949	
ENSMUSG00001118661	
ENSMUSG00000025940	
ENSMUSG00000052949	
ENSMUSG00000101015	
ENSMUSG00000058704	
ENSMUSG00000058704	
ENSMUSG00000052949	
ENSMUSG00000098099	
ENSMUSG00000058704	
ENSMUSG00000112651	
ENSMUSG00000026343	NM_027677
ENSMUSG00000052949	
ENSMUSG00000058704	
ENSMUSG00000056162	NM_177450
ENSMUSG00000081929	
ENSMUSG00000026343	
ENSMUSG00000058704	
ENSMUSG00000020950	
ENSMUSG00000117262	
ENSMUSG00000020950	
ENSMUSG00000005672	NM_001122733
ENSMUSG00000025779	
ENSMUSG00000020950	NM_001160112
ENSMUSG00000005672	
ENSMUSG00000056162	
ENSMUSG00000056162	
ENSMUSG00000005672	
ENSMUSG00000056162	
ENSMUSG00000005045	
ENSMUSG00000020950	NM_008241
ENSMUSG00000005672	
ENSMUSG00000050628	NM_176902
ENSMUSG00000056162	
ENSMUSG00000056162	
ENSMUSG00000050628	
ENSMUSG00000089922	
ENSMUSG00000117676	
ENSMUSG00000005672	
ENSMUSG00000005672	
ENSMUSG00000005672	
ENSMUSG00000005045	NM_001081376
ENSMUSG00000107251	
ENSMUSG00000106726	
ENSMUSG00000005045	NM_029216
ENSMUSG00000092056	
ENSMUSG00000103684	
ENSMUSG00000104861	
ENSMUSG00000100936	
ENSMUSG00000085179	
ENSMUSG00002075712	
ENSMUSG00000104861	
ENSMUSG00000025779	NM_016923
ENSMUSG00000112486	
ENSMUSG00000023828	
ENSMUSG00000025779	NM_001159711
ENSMUSG00000037287	NM_001357657
ENSMUSG00000100093	
ENSMUSG00000100844	
ENSMUSG00000091020	
ENSMUSG00000112079	
ENSMUSG00000037287	NM_001378604
ENSMUSG00000037287	NM_173038
ENSMUSG00000037287	NM_001357656
ENSMUSG00000089025	
ENSMUSG00000112605	
ENSMUSG00000098219	
ENSMUSG00000112353	
ENSMUSG00000037287	
ENSMUSG00000026344	NM_145100
ENSMUSG00000037287	
ENSMUSG00000037287	
ENSMUSG00000037287	
ENSMUSG00000026344	NM_001311090
ENSMUSG00000037287	
ENSMUSG00000026344	NM_001311089
ENSMUSG00000037287	
ENSMUSG00000026344	
ENSMUSG00002076491	
ENSMUSG00000026344	
ENSMUSG00000087456	
ENSMUSG00000101640	
ENSMUSG00000087456	
ENSMUSG00000104133	
ENSMUSG00000025404	
ENSMUSG00000042686	
ENSMUSG00000023828	NM_011395
ENSMUSG00000025404	
ENSMUSG00000025404	
ENSMUSG00000049214	NM_177818
ENSMUSG00000005142	NM_010764
ENSMUSG00000005142	
ENSMUSG00000005142	
ENSMUSG00000042686	NM_020604
ENSMUSG00000025404	NM_027900
ENSMUSG00000002688	NM_001382814
ENSMUSG00000002688	NM_008858
ENSMUSG00000049214	
ENSMUSG00000100110	
ENSMUSG00000049214	
ENSMUSG00000074194	NM_001037745
ENSMUSG00000074194	NM_001357366
ENSMUSG00000030353	
ENSMUSG00000025404	NM_001359244
ENSMUSG00000025404	NM_001168293
ENSMUSG00000025404	NM_001359245
ENSMUSG00002076940	
ENSMUSG00000049214	NM_001142775
ENSMUSG00000110219	
ENSMUSG00000110386	
ENSMUSG00000025404	
ENSMUSG00000110200	
ENSMUSG00000024670	NM_009852
ENSMUSG00000022469	NM_001177810
ENSMUSG00000022469	NM_001357630
ENSMUSG00000030353	NM_011567
ENSMUSG00000030353	NM_001080979
ENSMUSG00000025404	
ENSMUSG00000024670	
ENSMUSG00000024644	NM_023149
ENSMUSG00000030353	
ENSMUSG00000030353	
ENSMUSG00000107984	
ENSMUSG00000024670	NM_001037801
ENSMUSG00000024644	NM_001289531
ENSMUSG00000043496	NM_025817
ENSMUSG00000024670	
ENSMUSG00000095262	
ENSMUSG00000025404	
ENSMUSG00000022469	NM_144850
ENSMUSG00000024670	
ENSMUSG00000053173	
ENSMUSG00000024670	
ENSMUSG00000025404	NM_001359246
ENSMUSG00000007279	
ENSMUSG00000024737	
ENSMUSG00000108175	
ENSMUSG00000025404	
ENSMUSG00000108255	
ENSMUSG00000108255	
ENSMUSG00000119179	
ENSMUSG00000022469	NM_001177811
ENSMUSG00000025404	
ENSMUSG00000007279	NM_020052
ENSMUSG00000025777	NM_010267
ENSMUSG00000024644	
ENSMUSG00000024644	
ENSMUSG00000032017	NM_175481
ENSMUSG00000024644	
ENSMUSG00000007279	
ENSMUSG00000025404	
ENSMUSG00000024644	
ENSMUSG00000025777	
ENSMUSG00000066363	NM_001168294
ENSMUSG00000022469	
ENSMUSG00000024644	
ENSMUSG00000024644	
ENSMUSG00000066363	NM_001033335
ENSMUSG00000025777	
ENSMUSG00000032017	
ENSMUSG00000024737	NM_023044
ENSMUSG00000024644	
ENSMUSG00000027985	NM_010703
ENSMUSG00000024067	NM_001146223
ENSMUSG00000022469	
ENSMUSG00000025404	
ENSMUSG00000025777	
ENSMUSG00000118152	
ENSMUSG00000024737	
ENSMUSG00000031284	
ENSMUSG00002076682	
ENSMUSG00000031284	NM_001195049
ENSMUSG00000089760	
ENSMUSG00000066363	NM_001168295
ENSMUSG00002076740	
ENSMUSG00000024067	NM_001146224
ENSMUSG00000025404	
ENSMUSG00000099899	
ENSMUSG00000110749	
ENSMUSG00000027985	NM_001276402
ENSMUSG00000027985	NM_001379059
ENSMUSG00000024737	
ENSMUSG00000047992	
ENSMUSG00000007279	
ENSMUSG00000112372	
ENSMUSG00000027985	NM_001379060
ENSMUSG00000024067	
ENSMUSG00000025404	
ENSMUSG00000118027	
ENSMUSG00000025404	
ENSMUSG00000007279	
ENSMUSG00000100272	
ENSMUSG00000025404	
ENSMUSG00000112154	
ENSMUSG00000100398	
ENSMUSG00000101589	
ENSMUSG00000025404	
ENSMUSG00000025404	NM_001168292
ENSMUSG00000025404	NM_001359243
ENSMUSG00000024067	NM_024428
ENSMUSG00000027985	
ENSMUSG00000102048	
ENSMUSG00000027985	NM_001276403
ENSMUSG00000027985	NM_001379061
ENSMUSG00000027985	NM_001379062
ENSMUSG00000025404	
ENSMUSG00000089534	
ENSMUSG00000031284	
ENSMUSG00000031284	
ENSMUSG00000017291	
ENSMUSG00000027985	
ENSMUSG00000024067	NM_001146222
ENSMUSG00000031284	
ENSMUSG00000027985	
ENSMUSG00000047992	NM_001408326
ENSMUSG00000047992	NM_001408327
ENSMUSG00000037921	
ENSMUSG00000024067	
ENSMUSG00000031284	
ENSMUSG00000027985	
ENSMUSG00000001521	NM_011657
ENSMUSG00000047992	
ENSMUSG00000117086	
ENSMUSG00000104612	
ENSMUSG00000031284	
ENSMUSG00000047992	
ENSMUSG00000017291	NM_144825
ENSMUSG00000017291	NM_001364134
ENSMUSG00000017291	NM_001364133
ENSMUSG00000117202	
ENSMUSG00000001521	
ENSMUSG00000031284	
ENSMUSG00000081451	
ENSMUSG00000117150	
ENSMUSG00000057176	NM_001382406
ENSMUSG00000057176	NM_001033040
ENSMUSG00000057176	NM_001382407
ENSMUSG00000031284	NM_001195048
ENSMUSG00000031284	NM_001195046
ENSMUSG00000037921	
ENSMUSG00000057176	
ENSMUSG00000047992	
ENSMUSG00000062234	
ENSMUSG00000057176	
ENSMUSG00000001521	
ENSMUSG00000031284	NM_008778
ENSMUSG00000031284	NM_001195047
ENSMUSG00000001521	
ENSMUSG00000022469	
ENSMUSG00000057176	
ENSMUSG00000001521	
ENSMUSG00000057176	
ENSMUSG00000022469	
ENSMUSG00000001521	
ENSMUSG00000108267	
ENSMUSG00000024736	NM_133804
ENSMUSG00000024736	NM_001378918
ENSMUSG00000097253	
ENSMUSG00000047992	NM_001408329
ENSMUSG00000047992	NM_001408328
ENSMUSG00000047992	NM_001408330
ENSMUSG00000024736	
ENSMUSG00000024736	
ENSMUSG00000047992	NM_173770
ENSMUSG00000024736	
ENSMUSG00002075114	
ENSMUSG00000065746	
ENSMUSG00000118075	
ENSMUSG00000022469	
ENSMUSG00000117781	NM_001370919
ENSMUSG00000022469	
ENSMUSG00002075287	
ENSMUSG00000022469	
ENSMUSG00000022469	
ENSMUSG00000022469	
ENSMUSG00000034659	NM_134142
ENSMUSG00000022469	
ENSMUSG00000028860	
ENSMUSG00000022469	
ENSMUSG00000034659	
ENSMUSG00000024646	
ENSMUSG00000034659	
ENSMUSG00000034659	
ENSMUSG00000022469	
ENSMUSG00000034659	
ENSMUSG00000022469	
ENSMUSG00000034659	
ENSMUSG00000068250	NM_001113424
ENSMUSG00000022469	
ENSMUSG00000028093	NM_019800
ENSMUSG00000086601	
ENSMUSG00000028093	
ENSMUSG00000034659	
ENSMUSG00000087397	
ENSMUSG00000034659	
ENSMUSG00000081534	
ENSMUSG00000068250	
ENSMUSG00000028093	
ENSMUSG00000028860	NM_031393
ENSMUSG00000028093	
ENSMUSG00000028093	
ENSMUSG00000037921	NM_001293783
ENSMUSG00000028093	
ENSMUSG00000068250	
ENSMUSG00000028093	
ENSMUSG00000081534	NM_026353
ENSMUSG00000037921	
